,cusip,issueDate,securityType,securityTerm,maturityDate,interestRate,refCpiOnIssueDate,refCpiOnDatedDate,announcementDate,auctionDate,auctionDateYear,datedDate,accruedInterestPer1000,accruedInterestPer100,adjustedAccruedInterestPer1000,adjustedPrice,allocationPercentage,allocationPercentageDecimals,announcedCusip,auctionFormat,averageMedianDiscountRate,averageMedianInvestmentRate,averageMedianPrice,averageMedianDiscountMargin,averageMedianYield,backDated,backDatedDate,bidToCoverRatio,callDate,callable,calledDate,cashManagementBillCMB,closingTimeCompetitive,closingTimeNoncompetitive,competitiveAccepted,competitiveBidDecimals,competitiveTendered,competitiveTendersAccepted,corpusCusip,cpiBaseReferencePeriod,currentlyOutstanding,directBidderAccepted,directBidderTendered,estimatedAmountOfPubliclyHeldMaturingSecuritiesByType,fimaIncluded,fimaNoncompetitiveAccepted,fimaNoncompetitiveTendered,firstInterestPeriod,firstInterestPaymentDate,floatingRate,frnIndexDeterminationDate,frnIndexDeterminationRate,highDiscountRate,highInvestmentRate,highPrice,highDiscountMargin,highYield,indexRatioOnIssueDate,indirectBidderAccepted,indirectBidderTendered,interestPaymentFrequency,lowDiscountRate,lowInvestmentRate,lowPrice,lowDiscountMargin,lowYield,maturingDate,maximumCompetitiveAward,maximumNoncompetitiveAward,maximumSingleBid,minimumBidAmount,minimumStripAmount,minimumToIssue,multiplesToBid,multiplesToIssue,nlpExclusionAmount,nlpReportingThreshold,noncompetitiveAccepted,noncompetitiveTendersAccepted,offeringAmount,originalCusip,originalDatedDate,originalIssueDate,originalSecurityTerm,pdfFilenameAnnouncement,pdfFilenameCompetitiveResults,pdfFilenameNoncompetitiveResults,pdfFilenameSpecialAnnouncement,pricePer100,primaryDealerAccepted,primaryDealerTendered,reopening,securityTermDayMonth,securityTermWeekYear,series,somaAccepted,somaHoldings,somaIncluded,somaTendered,spread,standardInterestPaymentPer1000,strippable,term,tiinConversionFactorPer1000,tips,totalAccepted,totalTendered,treasuryRetailAccepted,treasuryRetailTendersAccepted,type,unadjustedAccruedInterestPer1000,unadjustedPrice,updatedTimestamp,xmlFilenameAnnouncement,xmlFilenameCompetitiveResults,xmlFilenameSpecialAnnouncement,tintCusip1,tintCusip2,tintCusip1DueDate,tintCusip2DueDate
192,91282CPC9,2025-10-15T00:00:00,Note,3-Year,2028-10-15T00:00:00,3.500000,,,2025-10-02T00:00:00,2025-10-07,2025,2025-10-15T00:00:00,,,,,60.65,2,,Single-Price,,,,,3.534000,No,,2.66,,No,,No,01:00 PM,12:00 PM,57841524400,3,154281860000,Yes,912821SZ9,,,15372614400,22778000000,79509000000,Yes,5000000,5000000,Normal,2026-04-15T00:00:00,No,,,,,99.785614,,3.5760,,36265910000,48526860000,Semi-Annual,,,,,3.418000,2025-10-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,153610300,Yes,58000000000,,,,3-Year,A_20251002_1.pdf,R_20251007_2.pdf,NCR_20251007_2.pdf,,99.785614,6203000000,82977000000,No,0-Month,3-Year,AT-2028,1076671700,2871000000,No,1076671700,,17.5000,Yes,3-Year,,No,59076806400,155517142000,51584400,Yes,Note,,,2025-10-07T13:04:45,A_20251002_1.xml,R_20251007_2.xml,,912834ZE1,,2028-10-15T00:00:00,
193,912797SA6,2025-10-02T00:00:00,Bill,52-Week,2026-10-01T00:00:00,,,,2025-09-25T00:00:00,2025-09-30,2025,,,,,,70.11,2,,Single-Price,3.470000,,,,,,,2.92,,,,No,11:30 AM,11:00 AM,49181415000,3,145167450000,Yes,,,,2097000000,5597000000,279973000000,Yes,0,0,,,No,,,3.540000,3.688000,96.420667,,,,27141500000,39285450000,None,3.400000,,,,,2025-10-02T00:00:00,17500000000,10000000,17500000000,100,,100,100,100,0,17500000000,819141300,Yes,50000000000,,,,52-Week,A_20250925_1.pdf,R_20250930_2.pdf,NCR_20250930_1.pdf,,96.420667,19942915000,100285000000,No,364-Day,52-Week,,2872168700,16659000000,No,2872168700,,,,52-Week,,No,52872725000,148858760000,413833800,Yes,Bill,,,2025-09-30T11:35:12,A_20250925_1.xml,R_20250930_2.xml,,,,,
194,91282CNZ0,2025-09-30T00:00:00,Note,7-Year,2032-09-30T00:00:00,3.875000,,,2025-09-18T00:00:00,2025-09-25,2025,2025-09-30T00:00:00,,,,,64.63,2,,Single-Price,,,,,3.895000,No,,2.4,,No,,No,01:00 PM,12:00 PM,43943699400,3,105335796000,Yes,912821SY2,,,13877103400,17828200000,121651000000,Yes,0,0,Normal,2026-03-31T00:00:00,No,,,,,99.527074,,3.9530,,24791596000,29209596000,Semi-Annual,,,,,3.800000,2025-09-30T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,56306300,Yes,44000000000,,,,7-Year,A_20250918_1.pdf,R_20250925_3.pdf,NCR_20250925_3.pdf,,99.527074,5275000000,58298000000,No,0-Month,7-Year,Q-2032,2429608900,16872000000,No,2429608900,,19.3750,Yes,7-Year,,No,46429614600,107821711200,16707300,Yes,Note,,,2025-09-25T13:04:46,A_20250918_1.xml,R_20250925_3.xml,,912834ZD3,,2032-09-30T00:00:00,
195,91282CPA3,2025-09-30T00:00:00,Note,5-Year,2030-09-30T00:00:00,3.625000,,,2025-09-18T00:00:00,2025-09-24,2025,2025-09-30T00:00:00,,,,,41.92,2,,Single-Price,,,,,3.654000,No,,2.34,,No,,No,01:00 PM,12:00 PM,69898797200,3,164000354000,Yes,912821SX4,,,20016676800,26120000000,121651000000,Yes,5000000,5000000,Normal,2026-03-31T00:00:00,No,,,,,99.615328,,3.7100,,41534274000,48035354000,Semi-Annual,,,,,3.600000,2025-09-30T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,96206000,Yes,70000000000,,,,5-Year,A_20250918_5.pdf,R_20250924_3.pdf,NCR_20250924_3.pdf,,99.615328,8347846400,89845000000,No,0-Month,5-Year,AD-2030,3865286900,16872000000,No,3865286900,,18.1250,Yes,5-Year,,No,73865290100,167966846900,33088000,Yes,Note,,,2025-09-24T13:05:02,A_20250918_5.xml,R_20250924_3.xml,,,,,
196,91282CNQ0,2025-09-26T00:00:00,Note,1-Year 10-Month,2027-07-31T00:00:00,,,,2025-09-18T00:00:00,2025-09-24,2025,2025-07-31T00:00:00,,0.6759410640,,,44.42,2,,Single-Price,,,,0.190000,,Yes,2025-07-31T00:00:00,3.15,,No,,No,11:30 AM,11:00 AM,27969350000,3,88242000000,Yes,,,60043000000.000000,250000000,1750000000,0,Yes,0,0,Normal,2025-10-31T00:00:00,Yes,2025-09-22T00:00:00,3.860000,,,99.923887,0.200000,,,19643465000,25502000000,Quarterly,,,,0.150000,,2025-09-26T00:00:00,9800000000,10000000,9800000000,100,,100,100,100,20300000000,9800000000,30743600,Yes,28000000000,,2025-07-31T00:00:00,2025-07-31T00:00:00,2-Year,A_20250918_3.pdf,R_20250924_1.pdf,NCR_20250924_1.pdf,,99.923887,8075885000,60990000000,Yes,10-Month,1-Year,BF-2027,0,0,No,0,0.1590,,No,2-Year,,No,28000093600,88272743600,2930600,Yes,FRN,,,2025-09-24T11:35:19,A_20250918_3.xml,R_20250924_1.xml,,,,,
197,91282CPB1,2025-09-30T00:00:00,Note,2-Year,2027-09-30T00:00:00,3.500000,,,2025-09-18T00:00:00,2025-09-23,2025,2025-09-30T00:00:00,,,,,85.19,2,,Single-Price,,,,,3.520000,No,,2.51,,No,,No,01:00 PM,12:00 PM,68681817300,3,173060255000,Yes,912821SW6,,,21131182300,28009000000,121651000000,Yes,5000000,5000000,Normal,2026-03-31T00:00:00,No,,,,,99.864119,,3.5710,,39661255000,52834255000,Semi-Annual,,,,,3.400000,2025-09-30T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,313227000,Yes,69000000000,,,,2-Year,A_20250918_4.pdf,R_20250923_2.pdf,NCR_20250923_2.pdf,,99.864119,7889380000,92217000000,No,0-Month,2-Year,BH-2027,3810068500,16872000000,No,3810068500,,17.5000,Yes,2-Year,,No,72810112800,177188550500,129647000,Yes,Note,,,2025-09-23T13:04:51,A_20250918_4.xml,R_20250923_2.xml,,,,,
198,91282CNS6,2025-09-30T00:00:00,Note,9-Year 10-Month,2035-07-15T00:00:00,1.875000,323.031770,321.097580,2025-09-11T00:00:00,2025-09-18,2025,2025-07-15T00:00:00,,,3.9468500000,101.8723460000,56.21,2,,Single-Price,,,,,1.648000,Yes,2025-07-15T00:00:00,2.2,,No,,No,01:00 PM,12:00 PM,18956812500,3,41690550000,Yes,912821SL0,1982-1984=100,22430000000.000000,4952000000,6452000000,121651000000,Yes,0,0,Normal,2026-01-15T00:00:00,No,,,,,101.872346,,1.7340,1.006020,10631707500,11358550000,Semi-Annual,,,,,1.600000,2025-09-30T00:00:00,6650000000,10000000,6650000000,100,100,100,100,100,7400000000,6650000000,43188100,Yes,19000000000,,2025-07-15T00:00:00,2025-07-31T00:00:00,10-Year,A_20250911_3.pdf,R_20250918_3.pdf,NCR_20250918_3.pdf,,101.872346,3373105000,23880000000,Yes,10-Month,9-Year,D-2035,1049149200,16872000000,No,1049149200,,,Yes,10-Year,2.9196732030,Yes,20049149800,42782887300,13617100,Yes,TIPS,3.923230,101.262744,2025-09-18T13:04:52,A_20250911_3.xml,R_20250918_3.xml,,,,,
199,912810UN6,2025-09-30T00:00:00,Bond,19-Year 11-Month,2045-08-15T00:00:00,4.875000,,,2025-09-11T00:00:00,2025-09-16,2025,2025-08-15T00:00:00,6.0937500000,,,,14.96,2,,Single-Price,,,,,4.564000,Yes,2025-08-15T00:00:00,2.74,,No,,No,01:00 PM,12:00 PM,12891939200,3,35576344000,Yes,912803HP1,,17929000000.000000,3592431200,5281000000,121651000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,103.374975,,4.6130,,8323068000,11112344000,Semi-Annual,,,,,2.880000,2025-09-30T00:00:00,4550000000,10000000,4550000000,100,100,100,100,100,5600000000,4550000000,108094900,Yes,13000000000,,2025-08-15T00:00:00,2025-09-02T00:00:00,20-Year,A_20250911_5.pdf,R_20250916_2.pdf,NCR_20250916_2.pdf,,103.374975,976440000,19183000000,Yes,11-Month,19-Year,Bonds of August 2045,717838900,16872000000,No,717838900,,24.3750,Yes,20-Year,,No,13717873000,36402277800,54474900,Yes,Bond,,,2025-09-16T13:04:49,A_20250911_5.xml,R_20250916_2.xml,,,,,
200,912810UM8,2025-09-15T00:00:00,Bond,29-Year 11-Month,2055-08-15T00:00:00,4.750000,,,2025-09-04T00:00:00,2025-09-11,2025,2025-08-15T00:00:00,4.0013600000,,,,44.54,2,,Single-Price,,,,,4.585000,Yes,2025-08-15T00:00:00,2.38,,No,,No,01:00 PM,12:00 PM,21956149000,3,52238198000,Yes,912803HN6,,33484000000.000000,6150500000,8410500000,41000000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,101.583058,,4.6510,,13619698000,15489698000,Semi-Annual,,,,,2.880000,2025-09-15T00:00:00,7700000000,10000000,7700000000,100,100,100,100,100,8800000000,7700000000,43851200,Yes,22000000000,,2025-08-15T00:00:00,2025-08-15T00:00:00,30-Year,A_20250904_4.pdf,R_20250911_3.pdf,NCR_20250911_3.pdf,,101.583058,2185951000,28338000000,Yes,11-Month,29-Year,Bonds of August 2055,0,0,No,0,,23.7500,Yes,30-Year,,No,22000000200,52282049200,15414200,Yes,Bond,,,2025-09-11T13:04:42,A_20250904_4.xml,R_20250911_3.xml,,,,,
201,91282CNT4,2025-09-15T00:00:00,Note,9-Year 11-Month,2035-08-15T00:00:00,4.250000,,,2025-09-04T00:00:00,2025-09-10,2025,2025-08-15T00:00:00,3.5801600000,,,,81.53,2,,Single-Price,,,,,3.986000,Yes,2025-08-15T00:00:00,2.65,,No,,No,01:00 PM,12:00 PM,38881412000,3,103227910000,Yes,912821SR7,,56254000000.000000,4920500000,10467000000,41000000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,101.753345,,4.0330,,32322912000,38952910000,Semi-Annual,,,,,3.900000,2025-09-15T00:00:00,13650000000,10000000,13650000000,100,100,100,100,100,14700000000,13650000000,118612500,Yes,39000000000,,2025-08-15T00:00:00,2025-08-15T00:00:00,10-Year,A_20250904_3.pdf,R_20250910_2.pdf,NCR_20250910_2.pdf,,101.753345,1638000000,53808000000,Yes,11-Month,9-Year,E-2035,0,0,No,0,,21.2500,Yes,10-Year,,No,39000024500,103346522500,44224500,Yes,Note,,,2025-09-10T13:04:55,A_20250904_3.xml,R_20250910_2.xml,,,,,
202,91282CNY3,2025-09-15T00:00:00,Note,3-Year,2028-09-15T00:00:00,3.375000,,,2025-09-04T00:00:00,2025-09-09,2025,2025-09-15T00:00:00,,,,,24.56,2,,Single-Price,,,,,3.445000,No,,2.73,,No,,No,01:00 PM,12:00 PM,57778780200,3,157913245000,Yes,912821SV8,,,10047772800,17365000000,41000000000,Yes,8000000,8000000,Normal,2026-03-15T00:00:00,No,,,,,99.689226,,3.4850,,42895327400,55264245000,Semi-Annual,,,,,2.880000,2025-09-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,213366000,Yes,58000000000,,,,3-Year,A_20250904_1.pdf,R_20250909_2.pdf,NCR_20250909_2.pdf,,99.689226,4835680000,85284000000,No,0-Month,3-Year,AS-2028,0,0,No,0,,16.8750,Yes,3-Year,,No,58000146200,158134611000,87783400,Yes,Note,,,2025-09-09T13:04:56,A_20250904_1.xml,R_20250909_2.xml,,912834ZC5,,2028-09-15T00:00:00,
203,91282CNW7,2025-09-02T00:00:00,Note,7-Year,2032-08-31T00:00:00,3.875000,,,2025-08-21T00:00:00,2025-08-28,2025,2025-08-31T00:00:00,0.2140900000,,,,19.0,2,,Single-Price,,,,,3.870000,Yes,2025-08-31T00:00:00,2.49,,No,,No,01:00 PM,12:00 PM,43904285000,3,109408835000,Yes,912821SU0,,,5604550000,10164300000,108662000000,Yes,0,0,Normal,2026-02-28T00:00:00,No,,,,,99.696342,,3.9250,,34002535000,39123535000,Semi-Annual,,,,,2.880000,2025-08-31T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,95734600,Yes,44000000000,,,,7-Year,A_20250821_3.pdf,R_20250828_3.pdf,NCR_20250828_3.pdf,,99.696342,4297200000,60121000000,No,0-Month,7-Year,P-2032,5310353300,25825000000,No,5310353300,,19.3750,Yes,7-Year,,No,49310372900,114814922900,25387600,Yes,Note,,,2025-08-28T13:04:10,A_20250821_3.xml,R_20250828_3.xml,,912834ZB7,,2032-08-31T00:00:00,
204,91282CNX5,2025-09-02T00:00:00,Note,5-Year,2030-08-31T00:00:00,3.625000,,,2025-08-21T00:00:00,2025-08-27,2025,2025-08-31T00:00:00,0.2002800000,,,,84.43,2,,Single-Price,,,,,3.667000,Yes,2025-08-31T00:00:00,2.36,,No,,No,01:00 PM,12:00 PM,69883850000,3,165269954000,Yes,912821ST3,,,21480101000,26963000000,108662000000,Yes,9200000,9200000,Normal,2026-02-28T00:00:00,No,,,,,99.552219,,3.7240,,42264749000,50435954000,Semi-Annual,,,,,3.600000,2025-08-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,107007500,Yes,70000000000,,,,5-Year,A_20250821_1.pdf,R_20250827_3.pdf,NCR_20250827_3.pdf,SPL_20250821_2.pdf,99.552219,6139000000,87871000000,No,0-Month,5-Year,AC-2030,8448289400,25825000000,No,8448289400,,18.1250,Yes,5-Year,,No,78448346900,173834450900,32271500,Yes,Note,,,2025-08-27T13:04:17,A_20250821_1.xml,R_20250827_3.xml,,,,,
205,91282CNQ0,2025-08-29T00:00:00,Note,1-Year 11-Month,2027-07-31T00:00:00,,,,2025-08-21T00:00:00,2025-08-27,2025,2025-07-31T00:00:00,,0.3513574150,,,77.45,2,,Single-Price,,,,0.190000,,Yes,2025-07-31T00:00:00,3.22,,No,,No,11:30 AM,11:00 AM,27981312500,3,90025000000,Yes,,,32043000000.000000,200000000,1700000000,0,Yes,0,0,Normal,2025-10-31T00:00:00,Yes,2025-08-25T00:00:00,4.100000,,,99.930473,0.195000,,,21783862500,31310000000,Quarterly,,,,0.150000,,2025-08-29T00:00:00,9800000000,10000000,9800000000,100,,100,100,100,10500000000,9800000000,18759500,Yes,28000000000,,2025-07-31T00:00:00,2025-07-31T00:00:00,2-Year,A_20250821_4.pdf,R_20250827_2.pdf,NCR_20250827_2.pdf,,99.930473,5997450000,57015000000,Yes,11-Month,1-Year,BF-2027,0,0,No,0,0.1590,,No,2-Year,,No,28000072000,90043759500,2212500,Yes,FRN,,,2025-08-27T11:34:16,A_20250821_4.xml,R_20250827_2.xml,,,,,
206,91282CNV9,2025-09-02T00:00:00,Note,2-Year,2027-08-31T00:00:00,3.625000,,,2025-08-21T00:00:00,2025-08-26,2025,2025-08-31T00:00:00,0.2002800000,,,,57.4,2,,Single-Price,,,,,3.600000,Yes,2025-08-31T00:00:00,2.69,,No,,No,01:00 PM,12:00 PM,68364904200,3,185064243000,Yes,912821SS5,,,22673100000,32884000000,108662000000,Yes,305000000,305000000,Normal,2026-02-28T00:00:00,No,,,,,99.969131,,3.6410,,39032454200,55364243000,Semi-Annual,,,,,3.500000,2025-08-31T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,330121100,Yes,69000000000,,,,2-Year,A_20250821_6.pdf,R_20250826_2.pdf,NCR_20250826_2.pdf,SPL_20250821_1.pdf,99.969131,6659350000,96816000000,No,0-Month,2-Year,BG-2027,8327599600,25825000000,No,8327599600,,18.1250,Yes,2-Year,,No,77327624900,194026963700,152426100,Yes,Note,,,2025-08-26T13:04:33,A_20250821_6.xml,R_20250826_2.xml,,,,,
207,912810UH9,2025-08-29T00:00:00,Bond,29-Year 6-Month,2055-02-15T00:00:00,2.375000,322.454940,315.549000,2025-08-14T00:00:00,2025-08-21,2025,2025-08-15T00:00:00,,,0.9233100000,96.4658750000,65.17,2,,Single-Price,,,,,2.600000,Yes,2025-08-15T00:00:00,2.78,,No,,No,01:00 PM,12:00 PM,7953749400,3,22191114000,Yes,912803HK2,1982-1984=100,9907000000.000000,1996000000,3303000000,0,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,96.465875,,2.6500,1.021890,5602973900,7905114000,Semi-Annual,,,,,0.888000,2025-08-29T00:00:00,2800000000,10000000,2800000000,100,100,100,100,100,3200000000,2800000000,46262100,Yes,8000000000,,2025-02-15T00:00:00,2025-02-28T00:00:00,30-Year,A_20250814_4.pdf,R_20250821_3.pdf,NCR_20250821_3.pdf,,96.465875,354775500,10983000000,Yes,6-Month,29-Year,TIPS of February 2055,0,0,No,0,,,Yes,30-Year,3.7632824060,Yes,8000011500,22237376100,6267100,Yes,TIPS,0.903530,94.399471,2025-08-21T13:04:52,A_20250814_4.xml,R_20250821_3.xml,,,,,
208,912810UN6,2025-09-02T00:00:00,Bond,20-Year,2045-08-15T00:00:00,4.875000,,,2025-08-14T00:00:00,2025-08-20,2025,2025-08-15T00:00:00,2.3845100000,,,,44.44,2,,Single-Price,,,,,4.820000,Yes,2025-08-15T00:00:00,2.54,,No,,No,01:00 PM,12:00 PM,15839720000,3,40468842000,Yes,912803HP1,,,4193000000,5850000000,108662000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,99.982203,,4.8760,,9605842000,12441842000,Semi-Annual,,,,,2.888000,2025-08-31T00:00:00,5600000000,10000000,5600000000,100,100,100,100,100,0,5600000000,160287800,Yes,16000000000,,,,20-Year,A_20250814_5.pdf,R_20250820_2.pdf,NCR_20250820_2.pdf,,99.982203,2040878000,22177000000,No,0-Month,20-Year,Bonds of August 2045,1931037500,25825000000,No,1931037500,,24.3750,Yes,20-Year,,No,17931045300,42560167300,76920800,Yes,Bond,,,2025-08-20T13:05:02,A_20250814_5.xml,R_20250820_2.xml,,,,,
209,912810UM8,2025-08-15T00:00:00,Bond,30-Year,2055-08-15T00:00:00,4.750000,,,2025-07-30T00:00:00,2025-08-07,2025,2025-08-15T00:00:00,,,,,73.95,2,,Single-Price,,,,,4.740000,No,,2.27,,No,,No,01:00 PM,12:00 PM,24960862000,3,56618887000,Yes,912803HN6,,,5747800000,7997800000,89798000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,99.005294,,4.8130,,14856087000,16414087000,Semi-Annual,,,,,4.640000,2025-08-15T00:00:00,8750000000,10000000,8750000000,100,100,100,100,100,0,8750000000,39138900,Yes,25000000000,,,,30-Year,A_20250730_2.pdf,R_20250807_3.pdf,NCR_20250807_3.pdf,,99.005294,4356975000,32207000000,No,0-Month,30-Year,Bonds of August 2055,8484348400,45614000000,No,8484348400,,23.7500,Yes,30-Year,,No,33484349300,65142374300,12668900,Yes,Bond,,,2025-08-07T13:03:58,A_20250730_2.xml,R_20250807_3.xml,,912834ZA9,,2055-08-15T00:00:00,
210,91282CNT4,2025-08-15T00:00:00,Note,10-Year,2035-08-15T00:00:00,4.250000,,,2025-07-30T00:00:00,2025-08-06,2025,2025-08-15T00:00:00,,,,,52.85,2,,Single-Price,,,,,4.195000,No,,2.35,,No,,No,01:00 PM,12:00 PM,41857544000,3,98587416000,Yes,912821SR7,,,8210000000,12175000000,89798000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,99.95962,,4.2550,,26884766000,30844416000,Semi-Annual,,,,,4.120000,2025-08-15T00:00:00,14700000000,10000000,14700000000,100,100,100,100,100,0,14700000000,142568100,Yes,42000000000,,,,10-Year,A_20250730_1.pdf,R_20250806_2.pdf,NCR_20250806_2.pdf,,99.95962,6762778000,55568000000,No,0-Month,10-Year,E-2035,14253705400,45614000000,No,14253705400,,21.2500,Yes,10-Year,,No,56253817500,112983689500,71952400,Yes,Note,,,2025-08-06T13:03:57,A_20250730_1.xml,R_20250806_2.xml,,,,,
211,91282CNU1,2025-08-15T00:00:00,Note,3-Year,2028-08-15T00:00:00,3.625000,,,2025-07-30T00:00:00,2025-08-05,2025,2025-08-15T00:00:00,,,,,72.3,2,,Single-Price,,,,,3.610000,No,,2.53,,No,,No,01:00 PM,12:00 PM,57846725000,3,146330040000,Yes,912821SQ9,,,16275135000,21043000000,89798000000,Yes,0,0,Normal,2026-02-15T00:00:00,No,,,,,99.876077,,3.6690,,31228990000,40953040000,Semi-Annual,,,,,3.460000,2025-08-15T00:00:00,20300000000,10000000,20300000000,100,100,100,100,100,0,20300000000,153289100,Yes,58000000000,,,,3-Year,A_20250730_3.pdf,R_20250805_3.pdf,NCR_20250805_3.pdf,,99.876077,10342600000,84334000000,No,0-Month,3-Year,AR-2028,19683688400,45614000000,No,19683688400,,18.1250,Yes,3-Year,,No,77683702500,166167017500,56157600,Yes,Note,,,2025-08-05T13:04:18,A_20250730_3.xml,R_20250805_3.xml,,,,,
212,91282CNQ0,2025-07-31T00:00:00,Note,2-Year,2027-07-31T00:00:00,,,,2025-07-24T00:00:00,2025-07-29,2025,2025-07-31T00:00:00,,,,,33.43,2,,Single-Price,,,,0.140000,,No,,2.81,,No,,No,11:30 AM,11:00 AM,29975005000,3,84350000000,Yes,,,,250000000,1500000000,169149000000,Yes,0,0,Normal,2025-10-31T00:00:00,Yes,2025-07-21T00:00:00,4.240000,,,100.0,0.159000,,,17903000000,22020000000,Quarterly,,,,0.090000,,2025-07-31T00:00:00,10500000000,10000000,10500000000,100,,100,100,100,0,10500000000,24997000,Yes,30000000000,,,,2-Year,A_20250724_6.pdf,R_20250729_2.pdf,NCR_20250729_2.pdf,,100.0,11822005000,60830000000,No,0-Month,2-Year,BF-2027,2042879500,19541000000,No,2042879500,0.1590,,No,2-Year,,No,32042881500,86417876500,5033000,Yes,FRN,,,2025-07-29T11:34:24,A_20250724_6.xml,R_20250729_2.xml,,,,,
213,91282CNR8,2025-07-31T00:00:00,Note,7-Year,2032-07-31T00:00:00,4.000000,,,2025-07-24T00:00:00,2025-07-29,2025,2025-07-31T00:00:00,,,,,75.53,2,,Single-Price,,,,,4.057000,No,,2.79,,No,,No,01:00 PM,12:00 PM,43916977700,3,122544544000,Yes,912821SP1,,,14789730500,24016400000,169149000000,Yes,0,0,Normal,2026-01-31T00:00:00,No,,,,,99.444911,,4.0920,,27343247200,38162144000,Semi-Annual,,,,,3.880000,2025-07-31T00:00:00,15400000000,10000000,15400000000,100,100,100,100,100,0,15400000000,83485300,Yes,44000000000,,,,7-Year,A_20250724_4.pdf,R_20250729_3.pdf,NCR_20250729_3.pdf,,99.444911,1784000000,60366000000,No,0-Month,7-Year,N-2032,2996223100,19541000000,No,2996223100,,20.0000,Yes,7-Year,,No,46996686100,125624252400,23334300,Yes,Note,,,2025-07-29T13:04:11,A_20250724_4.xml,R_20250729_3.xml,,912834YZ5,,2032-07-31T00:00:00,
214,91282CNP2,2025-07-31T00:00:00,Note,2-Year,2027-07-31T00:00:00,3.875000,,,2025-07-24T00:00:00,2025-07-28,2025,2025-07-31T00:00:00,,,,,58.43,2,,Single-Price,,,,,3.870000,No,,2.62,,No,,No,11:30 AM,11:00 AM,68438880500,3,180334900000,Yes,912821SM8,,,23524063000,31113000000,169149000000,Yes,205000000,205000000,Normal,2026-01-31T00:00:00,No,,,,,99.914243,,3.9200,,37866200000,54499900000,Semi-Annual,,,,,3.800000,2025-07-31T00:00:00,24150000000,10000000,24150000000,100,100,100,100,100,0,24150000000,356307900,Yes,69000000000,,,,2-Year,A_20250724_3.pdf,R_20250728_2.pdf,NCR_20250728_2.pdf,SPL_20250724_1.pdf,99.914243,7048617500,94722000000,No,0-Month,2-Year,BE-2027,4698622800,19541000000,No,4698622800,,19.3750,Yes,2-Year,,No,73698811200,185594830700,159519900,Yes,Note,,,2025-07-28T11:34:48,A_20250724_3.xml,R_20250728_2.xml,,,,,
215,91282CNN7,2025-07-31T00:00:00,Note,5-Year,2030-07-31T00:00:00,3.875000,,,2025-07-24T00:00:00,2025-07-28,2025,2025-07-31T00:00:00,,,,,67.8,2,,Single-Price,,,,,3.920000,No,,2.31,,No,,No,01:00 PM,12:00 PM,69878752400,3,161873520000,Yes,912821SN6,,,20611000000,26298000000,169149000000,Yes,4000000,4000000,Normal,2026-01-31T00:00:00,No,,,,,99.514725,,3.9830,,40723216400,48310520000,Semi-Annual,,,,,3.800000,2025-07-31T00:00:00,24500000000,10000000,24500000000,100,100,100,100,100,0,24500000000,117282000,Yes,70000000000,,,,5-Year,A_20250724_1.pdf,R_20250728_4.pdf,NCR_20250728_4.pdf,"SPL_20250724_2.pdf, SPL_20250724_1.pdf",99.514725,8544536000,87265000000,No,0-Month,5-Year,AB-2030,4766718600,19541000000,No,4766718600,,19.3750,Yes,5-Year,,No,74766753000,166761520600,26721000,Yes,Note,,,2025-07-28T13:04:14,A_20250724_1.xml,R_20250728_4.xml,,,,,
216,91282CNS6,2025-07-31T00:00:00,Note,10-Year,2035-07-15T00:00:00,1.875000,321.443390,321.097580,2025-07-17T00:00:00,2025-07-24,2025,2025-07-15T00:00:00,,,0.8161000000,99.1168330000,75.33,2,,Single-Price,,,,,1.932000,Yes,2025-07-15T00:00:00,2.41,,No,,No,01:00 PM,12:00 PM,20913221900,3,50618912000,Yes,912821SL0,1982-1984=100,,6682500000,8834500000,169149000000,Yes,0,0,Normal,2026-01-15T00:00:00,No,,,,,99.116833,,1.9850,1.001080,13110655900,16071412000,Semi-Annual,,,,,1.899000,2025-07-31T00:00:00,7350000000,10000000,7350000000,100,100,100,100,100,0,7350000000,86789900,Yes,21000000000,,,,10-Year,A_20250717_4.pdf,R_20250724_3.pdf,NCR_20250724_3.pdf,,99.116833,1120066000,25713000000,No,0-Month,10-Year,D-2035,1430015600,19541000000,No,1430015600,,,Yes,10-Year,2.9196732030,Yes,22430027400,52135717500,14284900,Yes,TIPS,0.815220,99.009902,2025-07-24T13:04:33,A_20250717_4.xml,R_20250724_3.xml,,912834YY8,,2035-07-15T00:00:00,
