operation_date,operation_start_time_est,operation_close_time_est,settlement_date,preliminary_ann_pdf,preliminary_ann_xml,final_ann_pdf,final_ann_xml,results_pdf,results_xml,special_ann_pdf,operation_type,security_type,maturity_bucket,nbr_issues_accepted,total_par_amt_offered,par_amt_per_offer,max_par_amt_redeemed,max_nbr_offers,nbr_issues_eligible,total_par_amt_accepted,par,mx,tenor,fill,exp_fill,dur,surprise_par,ten10_surprise,ten10_expected,is_long
2024-04-03,01:40 PM,02:00 PM,2024-04-04,BBPA_20240403174000.pdf,BBPA_20240403174000.xml,BBA_20240403174000.pdf,BBA_20240403174000.xml,BBR_20240403174000.pdf,BBR_20240403174000.xml,null,Small Value,Nominal Coupons,20Y to 30Y,19,878000000.00,1000000.00,200000000,9,20,200000000.00,200000000.0,200000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,0.37377767250916877,True
2024-04-10,01:40 PM,02:00 PM,2024-04-11,BBPA_20240410174000.pdf,BBPA_20240410174000.xml,BBA_20240410174000.pdf,BBA_20240410174000.xml,BBR_20240410174000.pdf,BBR_20240410174000.xml,null,Small Value,Nominal Coupons,1Mo to 2Y,7,2378000000.00,1000000.00,200000000,9,20,200000000.00,200000000.0,200000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.02423583563049506,False
2024-05-29,01:40 PM,02:00 PM,2024-05-30,BBPA_20240529174000.pdf,BBPA_20240529174000.xml,BBA_20240529174000.pdf,BBA_20240529174000.xml,BBR_20240529174000.pdf,BBR_20240529174000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,9,16524000000.00,1000000.00,2000000000,9,20,2000000000.00,2000000000.0,2000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.2423583563049506,False
2024-06-05,01:40 PM,02:00 PM,2024-06-06,BBPA_20240605174000.pdf,BBPA_20240605174000.xml,BBA_20240605174000.pdf,BBA_20240605174000.xml,BBR_20240605174000.pdf,BBR_20240605174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,20,3851000000.00,1000000.00,2000000000,9,20,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2024-06-20,01:40 PM,02:00 PM,2024-06-21,BBPA_20240620174000.pdf,BBPA_20240620174000.xml,BBA_20240620174000.pdf,BBA_20240620174000.xml,BBR_20240620174000.pdf,BBR_20240620174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,14,6339000000.00,1000000.00,2000000000,9,20,1864000000.00,1864000000.0,2000000000.0,6.0,0.932,1.0,5.2073894100913245,-136000000.0,-0.08872685041662255,1.304806623773861,False
2024-06-26,01:40 PM,02:00 PM,2024-06-27,BBPA_20240626174000.pdf,BBPA_20240626174000.xml,BBA_20240626174000.pdf,BBA_20240626174000.xml,BBR_20240626174000.pdf,BBR_20240626174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,7,8723000000.00,1000000.00,2000000000,9,20,2000000000.00,2000000000.0,2000000000.0,2.5,1.0,1.0,2.3397262645614125,0.0,0.0,0.5862611929696004,False
2024-07-02,01:40 PM,02:00 PM,2024-07-03,BBPA_20240702174000.pdf,BBPA_20240702174000.xml,BBA_20240702174000.pdf,BBA_20240702174000.xml,BBR_20240702174000.pdf,BBR_20240702174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,12,7235000000.00,1000000.00,2000000000,9,20,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2024-07-17,01:40 PM,02:00 PM,2024-07-18,BBPA_20240717174000.pdf,BBPA_20240717174000.xml,BBA_20240717174000.pdf,BBA_20240717174000.xml,null,null,BBSPL_20240717174000.pdf,Liquidity Support,Nominal Coupons,3Y to 5Y,null,2000000000.00,1000000.00,2000000000,9,20,null,0.0,2000000000.0,4.0,0.0,1.0,3.623592303297143,-2000000000.0,-0.9079573019900531,0.9079573019900531,False
2024-07-18,01:40 PM,02:00 PM,2024-07-19,BBPA_20240718174000.pdf,BBPA_20240718174000.xml,BBA_20240718174000.pdf,BBA_20240718174000.xml,BBR_20240718174000.pdf,BBR_20240718174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,8,4760000000.00,1000000.00,2000000000,9,20,809000000.00,809000000.0,2000000000.0,4.0,0.4045,1.0,3.623592303297143,-1191000000.0,-0.5406885733350766,0.9079573019900531,False
2024-07-24,01:40 PM,02:00 PM,2024-07-25,BBPA_20240724174000.pdf,BBPA_20240724174000.xml,BBA_20240724174000.pdf,BBA_20240724174000.xml,BBR_20240724174000.pdf,BBR_20240724174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,0,3706000000.00,1000000.00,2000000000,9,10,0.00,0.0,2000000000.0,8.5,0.0,1.0,6.998841714886204,-2000000000.0,-1.7536877519916783,1.7536877519916783,True
2024-08-07,01:40 PM,02:00 PM,2024-08-08,BBPA_20240807174000.pdf,BBPA_20240807174000.xml,BBA_20240807174000.pdf,BBA_20240807174000.xml,BBR_20240807174000.pdf,BBR_20240807174000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,16,36955000000.00,1000000.00,4000000000,9,66,4000000000.00,4000000000.0,4000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.4847167126099012,False
2024-08-15,01:40 PM,02:00 PM,2024-08-16,BBPA_20240815174000.pdf,BBPA_20240815174000.xml,BBA_20240815174000.pdf,BBA_20240815174000.xml,BBR_20240815174000.pdf,BBR_20240815174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,9,6452000000.00,1000000.00,2000000000,9,34,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2024-08-28,01:40 PM,02:00 PM,2024-08-29,BBPA_20240828174000.pdf,BBPA_20240828174000.xml,BBA_20240828174000.pdf,BBA_20240828174000.xml,BBR_20240828174000.pdf,BBR_20240828174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,8,6591000000.00,1000000.00,2000000000,9,25,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2024-09-04,01:40 PM,02:00 PM,2024-09-05,BBPA_20240904174000.pdf,BBPA_20240904174000.xml,BBA_20240904174000.pdf,BBA_20240904174000.xml,BBR_20240904174000.pdf,BBR_20240904174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,6,8244000000.00,1000000.00,4000000000,9,31,2295000000.00,2295000000.0,4000000000.0,2.5,0.57375,1.0,2.3397262645614125,-1705000000.0,-0.4997876670065844,1.1725223859392009,False
2024-09-05,01:40 PM,02:00 PM,2024-09-06,BBPA_20240905174000.pdf,BBPA_20240905174000.xml,BBA_20240905174000.pdf,BBA_20240905174000.xml,BBR_20240905174000.pdf,BBR_20240905174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,18,13150000000.00,1000000.00,5000000000,9,35,5000000000.00,5000000000.0,5000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.6058958907623764,False
2024-09-10,01:40 PM,02:00 PM,2024-09-11,BBPA_20240910174000.pdf,BBPA_20240910174000.xml,BBA_20240910174000.pdf,BBA_20240910174000.xml,BBR_20240910174000.pdf,BBR_20240910174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,5,3067000000.00,1000000.00,4000000000,9,10,449000000.00,449000000.0,4000000000.0,8.5,0.11225,1.0,6.998841714886204,-3551000000.0,-3.1136726036612243,3.5073755039833565,True
2024-09-12,01:40 PM,02:00 PM,2024-09-13,BBPA_20240912174000.pdf,BBPA_20240912174000.xml,BBA_20240912174000.pdf,BBA_20240912174000.xml,BBR_20240912174000.pdf,BBR_20240912174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,3,22460000000.00,1000000.00,5000000000,9,39,5000000000.00,5000000000.0,5000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.6058958907623764,False
2024-09-19,01:40 PM,02:00 PM,2024-09-20,BBPA_20240919174000.pdf,BBPA_20240919174000.xml,BBA_20240919174000.pdf,BBA_20240919174000.xml,BBR_20240919174000.pdf,BBR_20240919174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,9,26237000000.00,1000000.00,5000000000,9,41,5000000000.00,5000000000.0,5000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.6058958907623764,False
2024-09-24,01:40 PM,02:00 PM,2024-09-25,BBPA_20240924174000.pdf,BBPA_20240924174000.xml,BBA_20240924174000.pdf,BBA_20240924174000.xml,BBR_20240924174000.pdf,BBR_20240924174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,13,9702000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2024-09-25,01:40 PM,02:00 PM,2024-09-26,BBPA_20240925174000.pdf,BBPA_20240925174000.xml,BBA_20240925174000.pdf,BBA_20240925174000.xml,BBR_20240925174000.pdf,BBR_20240925174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,19,13006000000.00,1000000.00,5000000000,9,37,5000000000.00,5000000000.0,5000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.6058958907623764,False
2024-10-10,01:40 PM,02:00 PM,2024-10-11,BBPA_20241010174000.pdf,BBPA_20241010174000.xml,BBA_20241010174000.pdf,BBA_20241010174000.xml,BBR_20241010174000.pdf,BBR_20241010174000.xml,BBSPL_20241010174000.pdf,Liquidity Support,Nominal Coupons,5Y to 7Y,13,4963000000.00,1000000.00,4963000000,9,26,2469000000.00,2469000000.0,4963000000.0,6.0,0.4974813620793875,1.0,5.2073894100913245,-2494000000.0,-1.6270938598460045,3.237877636894836,False
2024-10-16,01:40 PM,02:00 PM,2024-10-17,BBPA_20241016174000.pdf,BBPA_20241016174000.xml,BBA_20241016174000.pdf,BBA_20241016174000.xml,BBR_20241016174000.pdf,BBR_20241016174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,21,10257000000.00,1000000.00,4000000000,9,49,4000000000.00,4000000000.0,4000000000.0,4.0,1.0,1.0,3.623592303297143,0.0,0.0,1.8159146039801062,False
2024-10-31,01:40 PM,02:00 PM,2024-11-01,BBPA_20241031174000.pdf,BBPA_20241031174000.xml,BBA_20241031174000.pdf,BBA_20241031174000.xml,BBR_20241031174000.pdf,BBR_20241031174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,12,6432000000.00,1000000.00,2000000000,9,26,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2024-11-13,01:40 PM,02:00 PM,2024-11-14,BBPA_20241113184000.pdf,BBPA_20241113184000.xml,BBA_20241113184000.pdf,BBA_20241113184000.xml,BBR_20241113184000.pdf,BBR_20241113184000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,5,31571000000.00,1000000.00,4000000000,9,57,4000000000.00,4000000000.0,4000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.4847167126099012,False
2024-11-20,01:40 PM,02:00 PM,2024-11-21,BBPA_20241120184000.pdf,BBPA_20241120184000.xml,BBA_20241120184000.pdf,BBA_20241120184000.xml,BBR_20241120184000.pdf,BBR_20241120184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,14,5065000000.00,1000000.00,2000000000,9,34,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2024-11-25,01:40 PM,02:00 PM,2024-11-26,BBPA_20241125184000.pdf,BBPA_20241125184000.xml,BBA_20241125184000.pdf,BBA_20241125184000.xml,BBR_20241125184000.pdf,BBR_20241125184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,5,6780000000.00,1000000.00,2000000000,9,28,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2024-12-04,01:40 PM,02:00 PM,2024-12-05,BBPA_20241204184000.pdf,BBPA_20241204184000.xml,BBA_20241204184000.pdf,BBA_20241204184000.xml,BBR_20241204184000.pdf,BBR_20241204184000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,20,21683000000.00,1000000.00,7500000000,9,49,7500000000.00,7500000000.0,7500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.9088438361435647,False
2024-12-05,01:40 PM,02:00 PM,2024-12-06,BBPA_20241205184000.pdf,BBPA_20241205184000.xml,BBA_20241205184000.pdf,BBA_20241205184000.xml,BBR_20241205184000.pdf,BBR_20241205184000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,13,7370000000.00,1000000.00,4000000000,9,31,2267000000.00,2267000000.0,4000000000.0,2.5,0.56675,1.0,2.3397262645614125,-1733000000.0,-0.5079953237081588,1.1725223859392009,False
2024-12-09,01:40 PM,02:00 PM,2024-12-10,BBPA_20241209184000.pdf,BBPA_20241209184000.xml,BBA_20241209184000.pdf,BBA_20241209184000.xml,BBR_20241209184000.pdf,BBR_20241209184000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,3,3459000000.00,1000000.00,4000000000,9,10,195000000.00,195000000.0,4000000000.0,8.5,0.04875,1.0,6.998841714886204,-3805000000.0,-3.336390948164168,3.5073755039833565,True
2024-12-10,01:40 PM,02:00 PM,2024-12-11,BBPA_20241210184000.pdf,BBPA_20241210184000.xml,BBA_20241210184000.pdf,BBA_20241210184000.xml,BBR_20241210184000.pdf,BBR_20241210184000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,19,21684000000.00,1000000.00,7500000000,9,49,7500000000.00,7500000000.0,7500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.9088438361435647,False
2024-12-19,01:40 PM,02:00 PM,2024-12-20,BBPA_20241219184000.pdf,BBPA_20241219184000.xml,BBA_20241219184000.pdf,BBA_20241219184000.xml,BBR_20241219184000.pdf,BBR_20241219184000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,14,15339000000.00,1000000.00,7500000000,9,47,3729000000.00,3729000000.0,7500000000.0,1.0,0.4972,1.0,0.9672347726280928,-3771000000.0,-0.45696668081298436,0.9088438361435647,False
2025-01-07,01:40 PM,02:00 PM,2025-01-08,BBPA_20250107184000.pdf,BBPA_20250107184000.xml,BBA_20250107184000.pdf,BBA_20250107184000.xml,BBR_20250107184000.pdf,BBR_20250107184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,4,10301000000.00,1000000.00,2000000000,9,36,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2025-01-15,01:40 PM,02:00 PM,2025-01-16,BBPA_20250115184000.pdf,BBPA_20250115184000.xml,BBA_20250115184000.pdf,BBA_20250115184000.xml,BBR_20250115184000.pdf,BBR_20250115184000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,13,7768000000.00,1000000.00,4000000000,9,25,2190000000.00,2190000000.0,4000000000.0,6.0,0.5475,1.0,5.2073894100913245,-1810000000.0,-1.180849994515344,2.609613247547722,False
2025-01-22,01:40 PM,02:00 PM,2025-01-23,BBPA_20250122184000.pdf,BBPA_20250122184000.xml,BBA_20250122184000.pdf,BBA_20250122184000.xml,BBR_20250122184000.pdf,BBR_20250122184000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,17,14065000000.00,1000000.00,4000000000,9,49,4000000000.00,4000000000.0,4000000000.0,4.0,1.0,0.4045,3.623592303297143,2382000000.0,1.0813771466701532,0.734537457309953,False
2025-02-06,01:40 PM,02:00 PM,2025-02-07,BBPA_20250206184000.pdf,BBPA_20250206184000.xml,BBA_20250206184000.pdf,BBA_20250206184000.xml,BBR_20250206184000.pdf,BBR_20250206184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,4,20363000000.00,1000000.00,2000000000,9,28,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2025-02-12,01:40 PM,02:00 PM,2025-02-13,BBPA_20250212184000.pdf,BBPA_20250212184000.xml,BBA_20250212184000.pdf,BBA_20250212184000.xml,BBR_20250212184000.pdf,BBR_20250212184000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,10,27780000000.00,1000000.00,4000000000,9,64,4000000000.00,4000000000.0,4000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.4847167126099012,False
2025-02-26,01:40 PM,02:00 PM,2025-02-27,BBPA_20250226184000.pdf,BBPA_20250226184000.xml,BBA_20250226184000.pdf,BBA_20250226184000.xml,BBR_20250226184000.pdf,BBR_20250226184000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,14,8350000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2025-03-05,01:40 PM,02:00 PM,2025-03-06,BBPA_20250305184000.pdf,BBPA_20250305184000.xml,BBA_20250305184000.pdf,BBA_20250305184000.xml,BBR_20250305184000.pdf,BBR_20250305184000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,1,18239000000.00,1000000.00,2000000000,9,29,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2025-03-11,01:40 PM,02:00 PM,2025-03-12,BBPA_20250311174000.pdf,BBPA_20250311174000.xml,BBA_20250311174000.pdf,BBA_20250311174000.xml,BBR_20250311174000.pdf,BBR_20250311174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,14,10665000000.00,1000000.00,4000000000,9,32,4000000000.00,4000000000.0,4000000000.0,2.5,1.0,0.57375,2.3397262645614125,1705000000.0,0.4997876670065844,0.6727347189326165,False
2025-03-12,01:40 PM,02:00 PM,2025-03-13,BBPA_20250312174000.pdf,BBPA_20250312174000.xml,BBA_20250312174000.pdf,BBA_20250312174000.xml,BBR_20250312174000.pdf,BBR_20250312174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,19,39170000000.00,1000000.00,8500000000,9,44,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-03-18,01:40 PM,02:00 PM,2025-03-19,BBPA_20250318174000.pdf,BBPA_20250318174000.xml,BBA_20250318174000.pdf,BBA_20250318174000.xml,BBR_20250318174000.pdf,BBR_20250318174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,4,4899000000.00,1000000.00,4000000000,9,10,985000000.00,985000000.0,4000000000.0,8.5,0.24625,0.04875,6.998841714886204,790000000.0,0.6927066620367129,0.17098455581918862,True
2025-03-20,01:40 PM,02:00 PM,2025-03-21,BBPA_20250320174000.pdf,BBPA_20250320174000.xml,BBA_20250320174000.pdf,BBA_20250320174000.xml,BBR_20250320174000.pdf,BBR_20250320174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,21,32909000000.00,1000000.00,8500000000,9,43,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-03-27,01:40 PM,02:00 PM,2025-03-28,BBPA_20250327174000.pdf,BBPA_20250327174000.xml,BBA_20250327174000.pdf,BBA_20250327174000.xml,BBR_20250327174000.pdf,BBR_20250327174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,16,23024000000.00,1000000.00,8500000000,9,39,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-04-02,01:40 PM,02:00 PM,2025-04-03,BBPA_20250402174000.pdf,BBPA_20250402174000.xml,BBA_20250402174000.pdf,BBA_20250402174000.xml,BBR_20250402174000.pdf,BBR_20250402174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,7,12832000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2025-04-03,01:40 PM,02:00 PM,2025-04-04,BBPA_20250403174000.pdf,BBPA_20250403174000.xml,BBA_20250403174000.pdf,BBA_20250403174000.xml,BBR_20250403174000.pdf,BBR_20250403174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,20,23822000000.00,1000000.00,8500000000,9,38,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-04-10,01:40 PM,02:00 PM,2025-04-11,BBPA_20250410174000.pdf,BBPA_20250410174000.xml,BBA_20250410174000.pdf,BBA_20250410174000.xml,BBR_20250410174000.pdf,BBR_20250410174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,24,18168000000.00,1000000.00,8500000000,9,43,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-04-15,01:40 PM,02:00 PM,2025-04-16,BBPA_20250415174000.pdf,BBPA_20250415174000.xml,BBA_20250415174000.pdf,BBA_20250415174000.xml,BBR_20250415174000.pdf,BBR_20250415174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,3,7316000000.00,1000000.00,4000000000,9,26,443000000.00,443000000.0,4000000000.0,6.0,0.11075,0.5475,5.2073894100913245,-1747000000.0,-1.1397485858664675,1.4287632530323775,False
2025-04-16,01:40 PM,02:00 PM,2025-04-17,BBPA_20250416174000.pdf,BBPA_20250416174000.xml,BBA_20250416174000.pdf,BBA_20250416174000.xml,BBR_20250416174000.pdf,BBR_20250416174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,29,16028000000.00,1000000.00,8500000000,9,40,8500000000.00,8500000000.0,8500000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.03002301429604,False
2025-04-22,01:40 PM,02:00 PM,2025-04-23,BBPA_20250422174000.pdf,BBPA_20250422174000.xml,BBA_20250422174000.pdf,BBA_20250422174000.xml,BBR_20250422174000.pdf,BBR_20250422174000.xml,null,Liquidity Support,Nominal Coupons,3Y to 5Y,12,14012000000.00,1000000.00,4000000000,9,49,4000000000.00,4000000000.0,4000000000.0,4.0,1.0,0.70225,3.623592303297143,1191000000.0,0.5406885733350766,1.2752260306450296,False
2025-04-23,01:40 PM,02:00 PM,2025-04-24,BBPA_20250423174000.pdf,BBPA_20250423174000.xml,BBA_20250423174000.pdf,BBA_20250423174000.xml,BBR_20250423174000.pdf,BBR_20250423174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,16,12169000000.00,1000000.00,8500000000,9,38,2939000000.00,2939000000.0,8500000000.0,1.0,0.3457647058823529,1.0,0.9672347726280928,-5561000000.0,-0.6738774097059151,1.03002301429604,False
2025-05-06,01:40 PM,02:00 PM,2025-05-07,BBPA_20250506174000.pdf,BBPA_20250506174000.xml,BBA_20250506174000.pdf,BBA_20250506174000.xml,BBR_20250506174000.pdf,BBR_20250506174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,4,22181000000.00,1000000.00,2000000000,9,29,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2025-05-15,01:40 PM,02:00 PM,2025-05-16,BBPA_20250515174000.pdf,BBPA_20250515174000.xml,BBA_20250515174000.pdf,BBA_20250515174000.xml,BBR_20250515174000.pdf,BBR_20250515174000.xml,null,Liquidity Support,Nominal Coupons,1Mo to 2Y,6,30022000000.00,1000000.00,4000000000,9,60,4000000000.00,4000000000.0,4000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,0.4847167126099012,False
2025-05-29,01:40 PM,02:00 PM,2025-05-30,BBPA_20250529174000.pdf,BBPA_20250529174000.xml,BBA_20250529174000.pdf,BBA_20250529174000.xml,BBR_20250529174000.pdf,BBR_20250529174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,3,17869000000.00,1000000.00,2000000000,9,35,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2025-06-03,01:40 PM,02:00 PM,2025-06-04,BBPA_20250603174000.pdf,BBPA_20250603174000.xml,BBA_20250603174000.pdf,BBA_20250603174000.xml,BBR_20250603174000.pdf,BBR_20250603174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,22,22870000000.00,1000000.00,10000000000,9,40,10000000000.00,10000000000.0,10000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.2117917815247528,False
2025-06-04,01:40 PM,02:00 PM,2025-06-05,BBPA_20250604174000.pdf,BBPA_20250604174000.xml,BBA_20250604174000.pdf,BBA_20250604174000.xml,BBR_20250604174000.pdf,BBR_20250604174000.xml,null,Liquidity Support,Nominal Coupons,10Y to 20Y,1,22738000000.00,1000000.00,2000000000,9,31,2000000000.00,2000000000.0,2000000000.0,15.0,1.0,1.0,10.822664923884947,0.0,0.0,2.711816568241331,True
2025-06-10,01:40 PM,02:00 PM,2025-06-11,BBPA_20250610174000.pdf,BBPA_20250610174000.xml,BBA_20250610174000.pdf,BBA_20250610174000.xml,BBR_20250610174000.pdf,BBR_20250610174000.xml,null,Cash Management,Nominal Coupons,1Mo to 2Y,18,18108000000.00,1000000.00,10000000000,9,40,10000000000.00,10000000000.0,10000000000.0,1.0,1.0,1.0,0.9672347726280928,0.0,0.0,1.2117917815247528,False
2025-06-12,01:40 PM,02:00 PM,2025-06-13,BBPA_20250612174000.pdf,BBPA_20250612174000.xml,BBA_20250612174000.pdf,BBA_20250612174000.xml,BBR_20250612174000.pdf,BBR_20250612174000.xml,null,Liquidity Support,Nominal Coupons,2Y to 3Y,12,7475000000.00,1000000.00,4000000000,9,32,1546000000.00,1546000000.0,4000000000.0,2.5,0.3865,0.786875,2.3397262645614125,-1601500000.0,-0.46944865027040755,0.9226285524359087,False
2025-06-17,01:40 PM,02:00 PM,2025-06-18,BBPA_20250617174000.pdf,BBPA_20250617174000.xml,BBA_20250617174000.pdf,BBA_20250617174000.xml,BBR_20250617174000.pdf,BBR_20250617174000.xml,null,Liquidity Support,Nominal Coupons,7Y to 10Y,4,3964000000.00,1000000.00,4000000000,9,10,1066000000.00,1066000000.0,4000000000.0,8.5,0.2665,0.0805,6.998841714886204,744000000.0,0.6523718437409043,0.2823437280706602,True
2025-07-02,01:40 PM,02:00 PM,2025-07-03,BBPA_20250702174000.pdf,BBPA_20250702174000.xml,BBA_20250702174000.pdf,BBA_20250702174000.xml,BBR_20250702174000.pdf,BBR_20250702174000.xml,null,Liquidity Support,Nominal Coupons,20Y to 30Y,10,18738000000.00,1000000.00,2000000000,9,36,2000000000.00,2000000000.0,2000000000.0,25.0,1.0,1.0,14.917198135638563,0.0,0.0,3.737776725091688,True
2025-07-10,01:40 PM,02:00 PM,2025-07-11,BBPA_20250710174000.pdf,BBPA_20250710174000.xml,BBA_20250710174000.pdf,BBA_20250710174000.xml,BBR_20250710174000.pdf,BBR_20250710174000.xml,null,Liquidity Support,Nominal Coupons,5Y to 7Y,11,3924000000.00,1000000.00,4000000000,9,26,1250000000.00,1250000000.0,4000000000.0,6.0,0.3125,0.5224906810396938,5.2073894100913245,-839962724.1587751,-0.547994463102753,1.363498602961416,False
